JobId,BenefitId,BenefitValue
1904139,10,"Professional, dynamic working environment"
1904275,1,Mức lương cạnh tranh và thưởng theo kết quả làm việc.
1904275,2,Bảo hiểm y tế và phúc lợi xã hội đầy đủ.
1904275,3,Chế độ nghỉ phép và các ngày lễ theo quy định của pháp luật.
1904275,4,Được đào tạo và phát triển kỹ năng chuyên môn.
1904275,15,"Cơ hội thăng tiến nghề nghiệp trong môi trường làm việc năng động.
Môi trường làm việc thân thiện và hỗ trợ từ đồng nghiệp."
1904271,2,Social insurance & Health care insurance
1904271,3,13th salary and Year-end Bonus Training and Development
1904253,4,Professional working environment
1904265,2,BHXH theo quy định của pháp luật
1904265,4,"Được đào tạo, hướng dẫn công việc rõ ràng"
1904191,1,13th month and other bonus per company’s decision
1904191,10,Team-building and company trip yearly organized by the company
1904191,15,"Salary: 10-20tr
Other regimes to comply with the provisions of the labor law and social insurance law"
1904263,1,Annual Salary Review; Performance Bonus
1904263,2,Healthcare Insurance Policy; Annual Health Check-Up Program
1904261,1,"13th monthly salary, Performance Bonus"
1904261,2,Healthcare Plan and Insurance package
1904261,15,Professional working environment
1904181,15,Salary: Negotiable
1904260,1,"Lương, thưởng hấp dẫn"
1904260,15,"Được hưởng chế độ bảo hiểm chăm sóc sức khỏe hàng năm, phúc lợi và các chế độ khác"
1904256,1,"- Attractive salary: Negotiation
- Lunch support
- Sales bonus, 13th month salary depending on the company's business situation (Not fixed)"
1904256,7,Laptop for Employee
1904256,15,"Working hours: Monday – Friday, from 08:00 – 17:00 / Every other Saturday"
1904248,1,"- Attractive salary: Negotiation
- Lunch support
- Sales bonus, 13th month salary depending on the company's business situation (Not fixed)"
1904248,7,Laptop for Employee
1904248,15,"Working hours: Monday – Friday, from 08:00 – 17:00 / Every other Saturday"
1904249,1,Mức lương: 20-25 triệu + thưởng doanh số hấp dẫn + thưởng kpi cuối năm
1904249,2,"Chế độ bảo hiểm, nghỉ phép, lương tháng 13 theo quy định"
1904249,3,12 ngày nghỉ phép/năm
1904249,4,Được tham gia các khóa đào tạo nâng cao kỹ năng chuyên môn
1904249,15,"Môi trường làm việc chuyên nghiệp, năng động, có cơ hội thăng tiến"
1904119,1,"Chế độ lương thưởng cạnh tranh, tăng lương theo năng lực và thành tích"
1904119,2,Được hưởng đầy đủ các chế độ bảo hiểm theo quy định của nhà nước
1904119,4,"Cơ hội học hỏi và phát triển kỹ năng thông qua các dự án đa dạng, tiếp cận với với công nghệ, sản phẩm, vật liệu mới- tiên tiến.
Được đào tạo và hướng dẫn bởi các kiến trúc sư giàu kinh nghiệm
Tham gia các khóa học nâng cao chuyên môn, hội thảo..."
1904119,10,"Các hoạt động team building, du lịch nghỉ mát hàng năm"
1904247,4,Được hỗ trợ đào tạo nâng cao kỹ năng chuyên môn.
1904247,7,"Được xét duyệt tăng lương định kỳ & thưởng tháng 13
Được tạo mọi điều kiện để phát triển sự nghiệp và khả năng của bản thân."
1904247,15,"Thu nhập: up to 30 triệu đồng/ tháng
Được nhận mức lương xứng đáng theo năng lực
Môi trường làm việc chuyên nghiệp, năng động, thân thiện.
Được hưởng đầy đủ các chế độ đãi ngộ đối với người lao động theo quy định của Pháp luật."
1904246,1,"Competitive Salary, compulsory insurances according to Labor Laws"
1904246,2,"Special healthcare insurance, annual health check-up"
1904246,10,"Annual Team-building trip, company trip, annual leave and sick leave"
1904243,1,"Hỗ trợ ăn trưa, gửi xe, cung cấp máy tính"
1904243,2,"BHXH ngay khi chính thức, 12 ngày phép/năm"
1904242,1,Lương tháng 13
1904242,15,"Bảo hiểm tai nạn 
Phụ cấp ngoài giờ
Các chế độ bảo hiểm theo tiêu chuẩn Việt Nam (BHXH, BHYT, BHTN)"
1904240,1,"Hỗ trợ ăn trưa, gửi xe, cung cấp máy tính"
1904240,2,"BHXH ngay khi chính thức, 12 ngày phép/năm"
1890351,1,"Annual Increament, Annual Leave = 18days"
1890351,4,cơ hội đào tạo nước ngoài
1890346,1,"Annual Increament, Annual Leave = 18days"
1890346,4,cơ hội đào tạo nước ngoài
1890340,1,"Annual Increament, Annual Leave = 18days"
1890340,4,cơ hội đào tạo nước ngoài
1889982,1,"Annual Increament, Annual Leave = 18days"
1889982,4,cơ hội đào tạo nước ngoài
1890370,1,competitive
1890370,3,18days/ year
1904236,1,"13th payment, high incentive scheme, staff loan policy"
1904236,2,Healthcare plan for you and your dependents
1904236,3,18++ days full paid leave a year
1904233,4,Receive training in an international working environment
1904233,7,Company provides working computer
1904227,1,Lương tháng 13
1904227,4,Cơ hội được đào tạo ở nước ngoài
1904227,13,Giảm giá mua hàng dành cho nhân viên
1892973,1,Mức lương cạnh tranh
1892973,5,"Cơ hội thăng tiến, đào tạo"
1892973,15,Môi trường làm việc chuyên nghiệp
1893178,1,"Thử việc nhận 100% lương 
Thưởng kinh doanh
Thưởng khách hàng mới
Thưởng tất cả các ngày lễ tết (mức thưởng từ 500k – 1 triệu)
Thưởng lương tháng 13, thưởng hiệu quả kinh doanh hấp dẫn"
1893178,2,"Tham gia chế độ BHYT, BHSK theo quy định"
1893178,9,"Cơ hội công tác nước ngoài, tham gia hội chợ giới thiệu sản phẩm "
1893178,10,Chế độ Du lịch hè. Du xuân hàng năm cùng công ty
1899062,1,"Mức lương: Thu nhập từ 10-15tr/Tháng. Thoả thuận theo năng lực. Các khoản lương, thưởng, bảo hiểm theo quy định của nhà nước"
1899062,4,Được đào tạo bởi KTS- thành viên hiệp hội chuyên gia thiết kế chiếu sâng CHLB Đức
1899062,9,"Chế độ du lịch hàng năm, có cơ hội du lịch nước ngoài"
1899062,15,"Môi trường làm việc thân thiện, năng động, chuyên nghiệp"
1895703,1,"Competitive salary, 13th month salary and bonus, Annual review and increase of salary"
1895703,2,Social insurance package
1895703,6,"Social security package, private health insurance package, Lunch at the company, Free packing lot"
1895703,7,Laptop will be provided
1895703,9,Company trips per year (a domestic tour &amp; and an international tour once a year)
1895703,11,Free parking
1895703,12,Lunch is provided by the company at office
1895703,15,"Gross Salary range from 18,000,000 VND to 25,000,000 VND, depending on experience and skills 
Working time: 8 am - 5 pm, Monday – Friday.
Gifts for certain days for staff (such as mid-autumn festival, new year festival, woman’s day, birthday trip."
1895707,1,Thu nhập từ 40 triệu/tháng
1895707,9,Du lịch: 1 năm/lần
1895707,15,"Giờ làm việc linh hoạt, không check in-out. Linh động làm việc từ xa nếu nhân sự có việc đột xuất"
1904223,1,"Lương tháng 13, thưởng vào các dịp lễ tết hàng năm"
1904223,2,Khám sức khỏe định kì hàng năm
1904223,3,Một năm có 12 ngày phép
1904221,1,"13th month Salary, Bonus"
1904221,2,"Full paid for Social Insurance, Health Insurance"
1904221,10,"Team activities, company outing trip"
1904220,1,Mức lương khởi điểm lên đến 1000 USD (thỏa thuận cụ thể theo năng lực khi phỏng vấn).
1904220,4,Cơ hội đào tạo chuyên sâu về kỹ năng và chuyên môn tại Công ty
1904220,15,"Cơ hội thăng tiến cao, có thể thăng tiến bất kì lúc nào khi thể hiện được năng lực."
1904217,1,Lương tháng 13 + Year-end Performance Bonus + ESOP (tuỳ theo vị trí)
1904217,2,Chương trình chăm sóc sức khoẻ
1904217,3,Chế độ nghỉ phép năm
1904093,1,Remote‑first culture &amp; flexible hours – work from anywhere and set a schedule that fits your life while meeting team deadlines.
1904093,4,"Mentorship from Silicon Valley experts – collaborate daily with seasoned AI/ML engineers, plus a learning budget for courses &amp; conferences."
1904093,5,Ownership of a rising AI brand – help shape the product and voice of a fast‑growing platform; your ideas ship to thousands of users.
1904093,15,"Remote-first work environment with flexible hours.
Opportunity to shape the brand of a growing AI platform.
Opportunity to work with experienced people in Silicon Valley."
1904056,1,"Các chế độ lương, thưởng phúc lợi theo quy định Công ty
Xém xét điều chỉnh lương định kỳ dựa trên hiệu quả làm việc và kết quả kinh doanh"
1904056,2,Được tham gia đầy đủ chế độ BHXH theo quy định Nhà nước
1904056,3,"Được tham gia các hoạt động thể thao, văn hóa của công ty"
1904056,10,"Được tham gia các hoạt động thể thao, văn hóa của Công ty"
1904056,15,"Thu nhập cạnh tranh (trao đổi trực tiếp khi phỏng vấn)
Trợ cấp ăn trưa"
1904101,1,Lương 14 triệu đ/tháng + thưởng lương doanh số tùy vào năng lực
1904101,2,"Chế độ làm việc, BHXH, BHYT, BHTN, nghỉ phép,…theo qui định của luật Việt Nam"
1904101,11,"Gửi xe miễn phí, có hỗ trợ cơm trưa"
1904185,1,Thu nhập: hấp dẫn tùy theo tay nghề và thời gian làm thêm
1904185,13,"Được hưởng trợ cấp tay nghề theo quy định. 
Bậc 1: 340,000đ, bậc 2: 885,000đ, bậc 3: 1,495,000đ, bậc 4: 2,155,000, bậc 5: 2,855,000đ"
1904185,14,Được thưởng theo kết quả sản xuất kinh doanh từ 1-2 tháng lương vào tháng 6 và được thưởng tháng lương thứ 13 trước Tết Nguyên Đán
1904057,1,Thưởng kinh doanh
1904057,3,Nghỉ phép theo quy định nhà nước
1904057,11,Trợ cấp đi lại
1904057,15,Lương tháng 13
1904186,1,Bonus paid 2 times per year
1904186,3,Professional working environment & attractive salary
1904186,11,The company provides bus from Hanoi to company & vice versa
1904168,1,Performance Bonus
1904168,3,14 days annual leave
1904168,4,Discounted English courses for employee and family
1904184,1,Attactive incentive
1904184,3,Professional working environment & attractive salary
1904184,11,The company provides bus from Hanoi to company & vice versa
1904212,1,"Thưởng các ngày lễ, Tết; Tặng quà sinh nhật, quà Tết"
1904212,2,Chế độ bảo hiểm sức khỏe cao cấp và kiểm tra sức khỏe định kỳ hàng năm
1904212,3,12 ngày nghỉ phép/năm + 2 ngày nghỉ ốm có hưởng lương
1904210,1,"Thưởng tháng 13, thưởng KPI, thưởng các ngày lễ, 13 ngày phép/ năm"
1904210,2,"Bảo hiểm sức khỏe MIC cho CBNV, khám sức khỏe định kỳ"
1904210,9,"Du lịch nghỉ mát hàng năm, các hoạt động gắn kết đội ngũ, chính sách mua nhà ưu đãi"
1904209,1,"Thưởng , Các chế độ, chính sách khác được thực hiện đầy đủ theo quy định của Luật Lao động và quy định của Công ty."
1904209,2," Tham gia BHXH, BHYT, BHTN và các chế độ phúc lợi khác của công ty（80% tổng lương)"
1904207,1,"Thưởng 30/4 & 1/5, thưởng 2/9, thưởng tết dương lịch, thưởng tết âm lịch, thưởng lương tháng 13, thưởng thâm niên…"
1904207,3,"Thời gian làm việc từ Thứ 2 đến Thứ 6 (Nghỉ thứ 7, chủ nhật)"
1904207,9,"Tặng quà sinh nhật cho CBNV. Quà tặng 8/3 & 20/10 cho CBNV nữ. Nghỉ mát, du lịch trong và ngoài nước."
1904205,1,KPI bonus per company policy
1904205,2,Healthcare Insurance per law
1904205,11,Shuttle bus
1890131,1,"13th month salary, Personal Incentive Bonus"
1890131,11,"Free Bus, Free meal"
1890131,14,"Domitory, team building"
1904200,3,30 days paid leaves
1904200,11,transportation available
1904200,15,provide an accommodation
1904195,1,Thưởng lương t13
1904195,2,"BHXH, BHYT"
1904195,4,kỉ năng mềm và kỉ năng chuyên môn
1896085,1,Attractive Bonus
1896085,2,Premium Healthcare Package
1896085,7,Company Laptop
1893442,1,Annual Performance
1893442,2,"Health Insurance
Annual Health Check Up
Mental Health Consulting Session"
1893442,7,"Laptop provided
"
1893442,8,Mobile Allowance
1895754,2,"Insurance and other in accordance VN Labor regulation
Annual health care service
Healthcare center for all staffs: Gym, Yoga, Cafeteria, etc."
1895754,10,Team Activity/ Team Dinner
1895754,12,Meal allowance for Lunch/ Dinner
1895754,15,Competitive Salary
1895718,1,Thưởng theo hiệu quả công việc và hiệu quả kinh doanh
1895718,2,"Bảo hiểm sức khỏe cao cấp cho bản thân và gia đình
Chăm sóc sức khỏe"
1895718,3,Chế độ nghỉ phép
1895718,4,Đào tạo
1895718,7,Máy tính xách tay
1895718,9,"Du Lịch trong nước
Du lịch nước ngoài"
1895718,15,"Phụ cấp
Tăng lương
Công tác phí"
1875896,1,Thưởng Doanh số và Lương tháng 13
1875896,2,Bảo hiểm FPTCare cho bản thân và cơ hội mua FPT care cho gia đình;
